Location,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
        Mozambique,0.001437608,0.001376016,0.001614776,0.0016305,0.004031862,0.004646316,0.004439024,0.006176729,0.006139852,0.0059142,0.0068191,0.010568607,0.014088159,0.059183556,0.082307347,0.109333009,0.109312763,0.105044056,0.112202804,0.123513668,0.134738277,0.145488484,0.136204616,0.14691316,0.149230156,0.150808152,0.1382573,0.135551612,0.144301144,0.151399033,0.128376828
        Namibia,--,--,--,--,0.001999432,0.0022178,0.001890248,0.003244812,0.00267842,0.014292688,0.01238814,0.010484832,0.011989002,0.014332478,0.015896466,0.016741148,0.01896151,0.019684849,0.021150092,0.022113223,0.022294954,0.0222601,0.021709704,0.020646856,0.020196036,0.021717404,0.023433808,0.021636676,0.023549634,0.022703752,0.022614504
        Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nepal,0.004621856,0.005691637,0.005927892,0.005932752,0.009231738,0.009300476,0.008791992,0.009050353,0.009641168,0.011817628,0.011988512,0.010727039,0.011884672,0.014814582,0.016829428,0.018841247,0.021544262,0.022488928,0.024261608,0.025494136,0.027720476,0.028564756,0.028510964,0.032014448,0.033289648,0.036187928,0.036102744,0.0377692,0.040554944,0.038141617,0.046369904
        Netherlands,0.043137219,0.040012476,0.052639548,0.054851783,0.062622126,0.057784705,0.058062785,0.07076468,0.078554743,0.088966425,0.089772214,0.079644091,0.090779176,0.127386162,0.144634259,0.140105633,0.143942448,0.152314024,0.158689943,0.189950381,0.191670201,0.18879484,0.200966249,0.17593424,0.17462921,0.210393974,0.235282933,0.217021744,0.213618609,0.207361238,0.205808001
        Netherlands Antilles,0,0,0,0,0,0,0,0.000010309,0.000072212,0.000072184,0.00007238,0.000071491,0.000071379,0.000071582,0.00030603,0.00030999,0.00030519,0.00030375,0.00030048,0.00029997,0.00029757,0.00029652,0.00029562,0.0006344,0.000663408,0.000864724,0.002217228,0.002261217,0.00229191,0.00223656,0.00216952
        New Caledonia,0.004157508,0.002646426,0.005440748,0.005382912,0.004743312,0.00354824,0.003536964,0.003525678,0.003878816,0.00433104,0.0040326,0.00367668,0.004007421,0.004775542,0.004539445,0.00382321,0.003306225,0.003290625,0.003335328,0.003559644,0.003124485,0.004210584,0.004759482,0.00421632,0.003053628,0.004051572,0.004301232,0.004789582,0.00325242,0.003746238,0.0025388
        New Zealand,0.244196142,0.245700858,0.255962277,0.252005776,0.267928873,0.268440471,0.240281224,0.268614289,0.292495005,0.306297141,0.293537795,0.269381102,0.27869406,0.272365194,0.284841335,0.258697801,0.286394343,0.271071085,0.304413485,0.274648086,0.277464382,0.281991678,0.27605008,0.302380663,0.315126957,0.323256488,0.297389635,0.301183052,0.321960647,0.323925983,0.333697609
        Nicaragua,0.00550567,0.006878842,0.006749764,0.010467616,0.00884797,0.008463208,0.007586344,0.00894938,0.007579168,0.007352456,0.00745824,0.006946082,0.004735366,0.00555632,0.004211951,0.004554926,0.006198598,0.00701123,0.00705067,0.009066103,0.008154761,0.00800696,0.011841402,0.01042368,0.01306776,0.012534744,0.0165302,0.020969917,0.022788936,0.021530558,0.022951788
        Niger,0.000535684,0.000607336,0.000620984,0.00063122,0.000638044,0.000641456,0.00064828,0.000658516,0.000672164,0.00064828,0.0006824,0.000668752,0.00073358,0.0005118,0.000696048,0.00075064,0.000719932,0.00080182,0.00100654,0.001153256,0.001357976,0.001528576,0.00156952,0.001818596,0.001873188,0.002071084,0.002173444,0.002081952,0.002518564,0.00270546,0.002704108
        Nigeria,0.037426243,0.033755488,0.040848951,0.042672151,0.045059205,0.061153075,0.061690116,0.056523244,0.056458696,0.05614884,0.0563013,0.056549381,0.058231421,0.06219106,0.058060435,0.060497079,0.082960185,0.074656895,0.0804604,0.077022297,0.061626747,0.061063352,0.055941158,0.04389072,0.061726212,0.056751156,0.05367024,0.050719956,0.0507834,0.05321149,0.051551488
        Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,0.135281965,0.141123361,0.154235491,0.155426359,0.160746715,0.155352694,0.146045797,0.136701345,0.142204715,0.147666547,0.130765479,0.109557967,0.105330327,0.106322427,0.104501796,0.10915007,0.108528138,0.119925971,0.124574331,0.130728261,0.124429113,0.130162308,0.137456622,0.120903485,0.129513761,0.127094043,0.127320164,0.131426214,0.12254488,0.092434289,0.117172599
        North Macedonia,--,--,--,--,--,--,0.009271706,0.007390601,0.00922641,0.009818565,0.009952,0.010374505,0.013499798,0.016030534,0.01451608,0.01011275,0.011723656,0.01793378,0.019057193,0.020598472,0.022728654,0.019995856,0.018793096,0.017226982,0.029072176,0.02411406,0.019319725,0.023417053,0.022330737,0.02730598,0.0258576
        Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Norway,1.016654968,1.075332865,1.108441615,1.192632828,1.210643185,1.144509188,1.180699192,1.206183694,1.157078827,1.236186887,1.114063772,1.140029681,1.1997109,1.24283351,1.385885063,1.261819382,1.284349027,1.101607541,1.137820995,1.321775564,1.197142255,1.299629856,1.335813342,1.200275819,1.185239535,1.182930288,1.315196293,1.235458963,1.267706194,1.263885582,1.294682314
        Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20E-39,0,-4.20E-39,0,3.60E-39
        Pakistan,0.14746974,0.16323418,0.172703008,0.176004048,0.17822602,0.193397526,0.221804973,0.20253381,0.239444158,0.242341126,0.217250854,0.227677961,0.231347569,0.197307396,0.191634862,0.226953658,0.257040828,0.303483556,0.290816142,0.345969776,0.356097975,0.324245972,0.309241456,0.316177946,0.351026255,0.332936745,0.355462912,0.372653072,0.383185445,0.398781266,0.39802744
        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,0.003517772,0.005742396,0.005196476,0.007721356,0.007107196,0.007871484,0.00789878,0.008864376,0.009765144,0.010563552,0.010877456,0.013183968,0.013589996,0.014190508,0.015770264,0.016749508,0.016152408,0.01683822,0.018469156,0.018673876
        Panama,0.02284031,0.022362273,0.024039072,0.023467296,0.023762262,0.021930684,0.020334108,0.024162106,0.024819416,0.025343172,0.031094128,0.029385799,0.021951158,0.031765198,0.035385992,0.025552425,0.034387837,0.027908076,0.037536228,0.036922278,0.035703328,0.036224428,0.039162522,0.037792308,0.040830728,0.039859648,0.05086928,0.049025765,0.049126048,0.061685552,0.065094768
        Papua New Guinea,0.004721592,0.004511427,0.00454256,0.0046944,0.00473291,0.00474838,0.00470561,0.004690595,0.00474536,0.008888944,0.00965756,0.007179739,0.008759223,0.00930566,0.009527734,0.009651022,0.009491409,0.009952875,0.00946512,0.011913809,0.011560595,0.012518086,0.012401259,0.01229272,0.012394998,0.013451802,0.009530274,0.00972705,0.009942705,0.00969176,0.00955512
        Paraguay,0.090448392,0.139520705,0.148047436,0.182735864,0.198354996,0.215032612,0.19686449,0.224949627,0.260053104,0.300961888,0.32438328,0.358316783,0.359274558,0.368991512,0.378628861,0.330044268,0.343014166,0.364782465,0.361385532,0.357077866,0.372198202,0.371760752,0.383097686,0.377348536,0.374174408,0.396926644,0.404812924,0.40989652,0.3804618,0.375294946,0.419064372
        Peru,0.111316462,0.117523043,0.111270725,0.111701423,0.110974563,0.124005692,0.103922062,0.126699415,0.135953266,0.137919384,0.143842558,0.140445137,0.145567858,0.154483319,0.170462287,0.187255257,0.18956202,0.194131458,0.182630004,0.190571073,0.204665371,0.2033052,0.197957576,0.194759507,0.200194358,0.214665185,0.20816468,0.221977833,0.225989419,0.234718022,0.238722015
        Philippines,0.110303137,0.102203743,0.115404423,0.124145413,0.123994323,0.116644217,0.105544988,0.113394694,0.130044551,0.131579719,0.143117606,0.140012597,0.144628813,0.190770392,0.201284596,0.182973258,0.177203639,0.180307269,0.189793891,0.183591393,0.202463412,0.185950644,0.202923544,0.196669648,0.174191178,0.192743051,0.197133876,0.189321283,0.188337088,0.195857463,0.202680871
        Poland,-0.021884943,-0.037083079,-0.043422967,-0.054855603,-0.089044171,-0.086930399,-0.066190545,-0.041916868,-0.073257034,-0.078253698,-0.046988764,-0.072559043,-0.074944723,-0.069417778,-0.097127265,-0.099622429,-0.10830694,-0.155229927,-0.138020803,-0.120757563,-0.163562944,-0.134140239,-0.105429518,-0.055519712,-0.071121129,-0.067016187,-0.023476074,-0.031910237,0.014573409,0.032281098,0.025571459
        Portugal,0.101130984,0.110606106,0.139394268,0.070813179,0.10185166,0.101792298,0.060510078,0.096921788,0.122350736,0.099157974,0.164678071,0.152518601,0.142089468,0.08396262,0.134123178,0.164701188,0.107918706,0.190740847,0.147585937,0.10901781,0.176916858,0.188208359,0.179501612,0.197295813,0.286195077,0.245805266,0.212702741,0.291801018,0.303593818,0.23645252,0.281970211
        Puerto Rico,0.002329458,0.002677683,0.002808128,0.002837504,0.001425074,0.001241884,0.00139617,0.00123708,0.000691172,0.000897144,0.0013959,0.001041726,0.001050291,0.001625934,0.001550552,0.001374289,0.001159722,0.001042875,0.001412256,0.001379862,0.001408498,0.001620976,0.001537224,0.001706048,0.001568765,0.001474889,0.001170468,0.002795513,0.00329046,0.003615772,0.003582016
        Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001127056,0.001103856,0.001135379,0.00116022,0.001136918,0.001135536
        Reunion,0.005191662,0.005459556,0.004315432,0.005132544,0.005658688,0.004758816,0.00506758,0.005082337,0.005085788,0.005125064,0.00517,0.005504807,0.005618547,0.005654978,0.008313815,0.008349064,0.00824013,0.0081405,0.008723936,0.008449155,0.008510502,0.008935136,0.008957286,0.00830576,0.008868204,0.00806428,0.009249552,0.010075296,0.00892038,0.009682441,0.009232
        Romania,0.171998521,0.171777747,0.190427192,0.18631149,0.174793757,0.184218567,0.137919355,0.146062701,0.1360667,0.165229425,0.171289579,0.240209452,0.249748842,0.243693013,0.217403532,0.224148556,0.227503815,0.209264759,0.256517362,0.267647496,0.240787818,0.253835307,0.297777391,0.286963792,0.344302351,0.300545702,0.287372951,0.330332016,0.379497102,0.368332621,0.375319067
        Russia,--,--,--,--,--,--,2.976080553,2.951250691,2.716809366,2.744203765,2.62020628,2.64633781,2.602810689,2.755542986,2.945301279,3.081434948,3.021802034,2.992835409,3.144494604,3.131610684,3.222534744,3.254972079,3.167202863,3.293744227,3.281188727,3.302005127,3.304228451,3.40247068,3.447985056,3.471685697,3.608768996
        Rwanda,0.001621282,0.001763308,0.001782112,0.0018487,0.001747038,0.001759072,0.001788848,0.001607985,0.001646828,0.001660004,0.001505604,0.001692084,0.001866948,0.00150001,0.001453039,0.001332489,0.00143369,0.001587241,0.001230312,0.00096019,0.000598385,0.000706773,0.000961681,0.00117926,0.001357347,0.001540355,0.001603948,0.001732101,0.002242982,0.002919556,0.002809752
        Saint Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000058536,0.00004858,0.000076128,0.000076328,0.00007608,0.000074552,0.000073856
        Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52E-07,9.54E-07,0.000001902,0.000009319,0.000009232
        Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019512,0.000019432,0.000019032,0.000019082,0,0,0
        Saint Vincent/Grenadines,0.000292488,0.000322989,0.00036134,0.000375552,0.000249648,0.000135668,0.00020684,0.000237107,0.000216636,0.000216552,0.00021714,0.000214473,0.000224334,0.000224972,0.000255025,0.000196327,0.000223806,0.000212625,0.000270432,0.000259974,0.000228137,0.000217448,0.000226642,0.00022448,0.000253656,0.0002429,0.0002379,0.000229938,0.000233946,0.000242294,0.000249264
        Samoa,0.00020892,0.000187542,0.000185832,0.00020864,0.00020804,0.00020872,0.00025855,0.000257725,0.0002579,0.000268112,0.0003102,0.000337029,0.000387486,0.000439718,0.000357035,0.000495984,0.000630726,0.00054675,0.0005008,0.00049995,0.000505869,0.000515945,0.000524233,0.000528992,0.000519019,0.000536323,0.000352092,0.000305312,0.000287202,0.000290753,0.000288038
        Sao Tome and Principe,0.000073122,0.000083352,0.000082592,0.000083456,0.000083216,0.000083488,0.000082736,0.000082472,0.000082528,0.000082496,0.00008272,0.000081704,0.000071379,0.000092034,0.00010201,0.000041332,0.000061038,0.000070875,0.000060096,0.000039996,0.000079352,0.00009884,0.000078832,0.00006832,0.00004878,0.000058296,0.000057096,0.000057246,0.00005706,0.000074552,0.000064624
        Saudi Arabia,0,0,0,0,0,0,0,0,0,0,3.96E-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228384,0.000372099,0.00039942,0.001202151,0.001190928
        Senegal,0,0,0,0,0.000457688,0.000459184,0.000455048,0.000463905,0.00046422,0.000474352,0.00048598,0.000490224,0.000499653,0.0005113,0.000540653,0.000640646,0.002665326,0.00394875,0.00335536,0.003189681,0.002836834,0.002164596,0.00266058,0.0028304,0.003209724,0.003293724,0.003244956,0.003577875,0.00379449,0.003923299,0.004671392
        Serbia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.134410877,0.124583256,0.121868923,0.115849013,0.136423267,0.100702644,0.093618043,0.093196928,0.117589824,0.104376226,0.111939197
        Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000066787,0.00006657,0.000065233,0
        Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153015,0.000154995,0.000162768,0.000162,0.000160256,0.000179982,0.000039676,0.000177912,0.00093613,0.00084912,0.001199988,0.0014574,0.001103856,0.000992264,0.00116022,0.001192832,0.00120016
        Singapore,0.000280648,0.000300314,0.000348045,0.000505183,0.001936982,0.005295247,0.005262152,0.00495939,0.004712381,0.00514454,0.005004104,0.005001131,0.004994746,0.005009168,0.004995528,0.009771413,0.009893813,0.010371065,0.009847583,0.009252318,0.009660393,0.009717713,0.010507148,0.01054608,0.011807437,0.01189123,0.012020122,0.013111488,0.013826975,0.014503788,0.014668779
        Slovakia,--,--,--,--,--,--,--,0.189244699,0.199216614,0.186039638,0.189011002,0.181772309,0.186742426,0.197698909,0.226133274,0.231928079,0.243541243,0.236348868,0.233829703,0.233503189,0.247979198,0.232534059,0.237520814,0.211477887,0.230908342,0.226024678,0.227390581,0.226275079,0.237211813,0.237531534,0.238936191
        Slovenia,--,--,--,--,--,--,0.06779628,0.064735868,0.074394636,0.074629912,0.07723545,0.075439726,0.077993513,0.079785417,0.082660497,0.085589632,0.085396043,0.082857554,0.093060852,0.092272629,0.09111485,0.089811086,0.097547555,0.092540827,0.093352365,0.092687073,0.090653856,0.095243841,0.114589396,0.094790488,0.09753188
        Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009919,0.000019768,0.000019708,0.00002928,0.000019512,0.000038864,0.000038064,0.000038164,0.00004755,0.000055914,0.000055392
        Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010125,0,0,0,0,0,0,0,0,0.000038064,0.000038164,0.000038991,4.84588E-05,0.000110784
        South Africa,0.107695182,0.080416959,0.140806332,0.14319038,0.093026232,0.106875408,0.094803871,0.062672204,0.095775842,0.108780191,0.115841058,0.132336825,0.154052416,0.153133008,0.1590211,0.141355976,0.166777598,0.148889632,0.156098692,0.139441509,0.130016233,0.138435339,0.140363439,0.133098744,0.155407374,0.148075264,0.130890209,0.141909754,0.177747805,0.165565621,0.22614529
        South Korea,0.313750624,0.431148168,0.419354069,0.502582635,0.558935324,0.579752858,0.578055722,0.606057794,0.589419446,0.675845323,0.737189721,0.765434036,0.900107096,1.031412867,1.08736994,1.116594502,1.172817711,1.290847581,1.296698423,1.414704909,1.449083737,1.415828324,1.489003762,1.453229086,1.482449935,1.550945956,1.494891911,1.403205136,1.570926401,1.663395832,1.678384673
        South Sudan,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.000019032,0.000019082,0.00001902,0.000018638,0.000018464
        Spain,0.682226904,0.729797127,0.881973891,0.780633277,0.79450151,0.825182557,0.743811057,0.803990491,0.843153361,0.824326914,0.984190613,0.903580312,0.94965744,0.864437948,0.966269527,1.123228151,0.969691498,1.155670087,1.117785808,1.010379292,1.064068657,1.067478132,1.138011027,1.209295107,1.505441413,1.36985104,1.361268916,1.571662168,1.576880243,1.442952864,1.537076604
        Sri Lanka,0.027365247,0.022470591,0.02653268,0.028927936,0.032391828,0.03219506,0.029691882,0.038741222,0.041759168,0.045473049,0.03334059,0.034913099,0.039579702,0.042271671,0.032426441,0.031957035,0.027291705,0.03320769,0.029535201,0.034364631,0.038366692,0.038814468,0.04054921,0.03814208,0.055423836,0.045801224,0.032773104,0.06802733,0.04599987,0.05898927,0.042642608
        Sudan,0.009547644,0.009543804,0.009477432,0.009660032,0.009861096,0.010728208,0.011148676,0.01113372,0.01145076,0.009920144,0.01099142,0.010652159,0.010533501,0.012250748,0.012965471,0.014104545,0.014181162,0.012970125,0.012379776,0.013918608,0.014838824,0.01566614,0.015736838,0.03267648,0.061228656,0.063416332,0.063611712,0.079989196,0.085169604,0.078887968,0.074832404
        Suriname,0.007897176,0.003365337,0.00500714,0.011339584,0.012180742,0.014537348,0.014861454,0.01494805,0.015092308,0.013189048,0.01324554,0.013164557,0.013194918,0.013406286,0.00724271,0.007491425,0.007538193,0.007614,0.007652224,0.008209179,0.008550178,0.008520008,0.008504002,0.00842288,0.011689639,0.011381322,0.010590356,0.010533264,0.01116474,0.010400004,0.00978592
        Sweden,1.3076401,1.390209318,1.387720107,1.401014518,1.415986857,1.412395893,1.392167465,1.377016696,1.347579907,1.396807485,1.294515863,1.400130314,1.467559745,1.441123823,1.415700761,1.531361606,1.405439335,1.29377132,1.448358796,1.500155204,1.390793247,1.426901892,1.424052312,1.296867002,1.386599351,1.392662582,1.496018238,1.405643541,1.397648132,1.433261597,1.407804343
        Switzerland,0.530475161,0.549731513,0.567707557,0.534249222,0.546327759,0.559569643,0.565199704,0.58449358,0.614407004,0.5894271,0.549155027,0.584036836,0.585705355,0.639673404,0.624667888,0.668292454,0.62527097,0.626790239,0.616012622,0.579818995,0.608163991,0.633791032,0.642272746,0.632081308,0.635853087,0.611756292,0.637620361,0.644081951,0.649265444,0.615130853,0.579766959
        Syria,0.029389147,0.029452602,0.028860744,0.028752207,0.028111474,0.028021866,0.027350112,0.026811769,0.026453384,0.025796102,0.026230722,0.026391669,0.02736629,0.025422573,0.033107161,0.035324827,0.025050797,0.027226043,0.039878137,0.040942405,0.03655314,0.035839411,0.028211133,0.018161074,0.02419786,0.031964061,0.035075605,0.026893934,0.021902479,0.003291244,0.008701053
        Taiwan,0.327891967,0.382071891,0.34853204,0.331739044,0.396710361,0.382986174,0.399825,0.383011574,0.396912308,0.39948983,0.422981243,0.410478393,0.42690309,0.433844476,0.437188574,0.41978041,0.444211914,0.43962267,0.44541755,0.454108403,0.461004962,0.47965741,0.478050882,0.473237369,0.48345318,0.49111865,0.487822708,0.504679293,0.502110674,0.451380994,0.423545447
        Tajikistan,--,--,--,--,--,--,0.166143881,0.170823263,0.167585016,0.151295038,0.152904017,0.142092587,0.144911788,0.155263858,0.145463216,0.149418259,0.157255084,0.163803113,0.163247371,0.168837781,0.166098261,0.167842901,0.16698756,0.153828563,0.15890134,0.155741924,0.156961873,0.158033675,0.146259102,0.152304055,0.147572102
